id,title,ingredients,directions,link,source,NER,site,cuisine_id
810659,Pasta With Spinach Sauce,"[""4 slices bacon, cut in 1/2-inch strips"", ""2 cloves garlic, minced"", ""6 oz. mushrooms, sliced"", ""6 scallions, sliced"", ""1 lb. finely shredded spinach"", ""2 large tomatoes, peeled and chopped"", ""1/4 c. minced fresh parsley"", ""salt and pepper"", ""12 oz. fettuccini noodles"", ""1 c. whipping cream"", ""Parmesan cheese""]","[""In a heavy pan over moderate heat, cook bacon until fat runs. Add garlic and mushrooms and cook until they begin to lose their juices."", ""Stir in scallions, spinach, tomatoes and parsley with salt and pepper."", ""Cover pan and simmer gently for 10 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=810659,Gathered,"[""fettuccini noodles"", ""bacon"", ""tomatoes"", ""fresh parsley"", ""scallions"", ""whipping cream"", ""parmesan cheese"", ""mushrooms"", ""garlic"", ""spinach"", ""salt""]",www.cookbooks.com,3
812060,Teriyaki Chicken Wings,"[""1/2 c. soy sauce"", ""1/2 c. brown sugar"", ""1 clove garlic"", ""2 tsp. ground ginger"", ""1 tsp. m.s.g."", ""1/2 tsp. pepper"", ""20 chicken wings""]","[""Mix soy sauce, garlic, ginger, brown sugar, m.s.g. and pepper in large bowl with tight seal."", ""Add chicken wings; refrigerate for 12 to 16 hours."", ""Turn bowl upside-down after 6 hours."", ""After 12 hours, place chicken onto a sheet pan and place in oven at 375\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=812060,Gathered,"[""pepper"", ""soy sauce"", ""brown sugar"", ""clove garlic"", ""ground ginger"", ""chicken""]",www.cookbooks.com,2
814783,Steak Teriyaki,"[""4 small (3/4-inch) New York strip steaks"", ""1 1/4 c. light brown sugar"", ""1 c. light soy sauce"", ""1 1/2-inch piece fresh ginger, peeled and grated"", ""1/2 clove garlic"", ""1/8 tsp. sesame oil""]","[""Place steaks in shallow pan."", ""Mix together, blending well, brown sugar, soy sauce, ginger, garlic and sesame oil."", ""Pour over steaks."", ""Cover and refrigerate at least 3 hours or overnight. Turn steaks occasionally.""]",www.cookbooks.com/Recipe-Details.aspx?id=814783,Gathered,"[""new"", ""ginger"", ""soy sauce"", ""light brown sugar"", ""clove garlic"", ""sesame oil""]",www.cookbooks.com,2
818619,Microwave Zucchini-Beef Bake,"[""3 Tbsp. olive oil"", ""3 medium zucchini, sliced 1/2-inch thick"", ""1 lb. ground sirloin (90% lean)"", ""1 small onion, chopped"", ""1 garlic clove, minced"", ""1 c. tomato sauce"", ""1/2 tsp. salt"", ""1/4 tsp. cinnamon"", ""1/4 tsp. pepper"", ""1/2 c. low-fat cottage cheese"", ""1 egg"", ""1/4 c. grated Parmesan cheese""]","[""In a large skillet, heat oil over medium-high heat. Add zucchini slices and cook turning often until lightly browned, about 5 minutes."", ""Transfer zucchini slices to paper towels to drain briefly."", ""Arrange overlapping slices in a microwave-safe (9-inch) square baking dish.""]",www.cookbooks.com/Recipe-Details.aspx?id=818619,Gathered,"[""zucchini"", ""egg"", ""salt"", ""pepper"", ""low-fat cottage cheese"", ""cinnamon"", ""parmesan cheese"", ""onion"", ""olive oil"", ""garlic"", ""ground sirloin"", ""tomato sauce""]",www.cookbooks.com,3
818689,Taco Pie,"[""1 tube crescent roll dough"", ""1 lb. ground beef"", ""1 pkg. taco seasoning"", ""1 (8 oz.) tomato sauce"", ""2 c. Mozzarella cheese""]","[""Prepare dough on cookie sheet. Pinch edges together to form crust. Bake at 350\u00b0 for 10 to 12 minutes."", ""Brown beef."", ""Drain fat."", ""Add seasoning mix and tomato sauce."", ""Simmer until thick. Spoon over crust."", ""Top with cheese and bake until cheese melts. Add lettuce and tomatoes.""]",www.cookbooks.com/Recipe-Details.aspx?id=818689,Gathered,"[""crescent roll"", ""mozzarella cheese"", ""taco seasoning"", ""ground beef"", ""tomato sauce""]",www.cookbooks.com,1
823912,Cheesy Lasagne,"[""3 c. Ricotta cheese"", ""1 c. Mozzarella cheese, divided"", ""1/2 c. grated Parmesan cheese"", ""1/2 c. grated Romano cheese"", ""2 eggs, lightly beaten"", ""2 tsp. chopped parsley"", ""9 lasagne noodles"", ""3 c. spaghetti sauce""]","[""Preheat oven to 350\u00b0."", ""Combine in large bowl Ricotta, Parmesan, Romano and 1/2 Mozzarella cheese."", ""Add eggs and parsley. Soak noodles in cold water for 10 minutes."", ""In pan, spread 1/2 cup sauce, then place 3 noodles on top."", ""Spread 1/3 Ricotta filling over noodles."", ""Pour 1 cup sauce over cheese filling. Repeat layers, ending with sauce.""]",www.cookbooks.com/Recipe-Details.aspx?id=823912,Gathered,"[""romano cheese"", ""noodles"", ""mozzarella cheese"", ""parmesan cheese"", ""eggs"", ""parsley"", ""ricotta cheese"", ""spaghetti sauce""]",www.cookbooks.com,3
826014,Spicy Bean Dip,"[""1 lb. hamburger"", ""1/2 c. chopped onion"", ""1 garlic clove, minced"", ""1 (8 oz.) can tomato sauce"", ""1/4 c. catsup"", ""3/4 tsp. oregano"", ""1 tsp. sugar"", ""8 oz. cream cheese, softened"", ""1/3 c. Parmesan cheese""]","[""Cook beef, onion and garlic until light brown and tender. Stir in tomato sauce, catsup, oregano and sugar."", ""Cover; simmer 10 minutes."", ""Spoon off fat."", ""Remove from heat and add cheeses."", ""Stir until melted and well mixed.""]",www.cookbooks.com/Recipe-Details.aspx?id=826014,Gathered,"[""oregano"", ""sugar"", ""parmesan cheese"", ""onion"", ""cream cheese"", ""catsup"", ""garlic"", ""hamburger"", ""tomato sauce""]",www.cookbooks.com,3
828660,Crock-Pot Ribs,"[""6 to 8 lb. spareribs"", ""1 onion, chopped"", ""3 Tbsp. soy sauce"", ""2 Tbsp. brown sugar"", ""1 Tbsp. butter"", ""2/3 c. catsup"", ""2 Tbsp. vinegar""]","[""Broil ribs on both sides to remove excess fat."", ""Saute onion in butter."", ""Place ribs and onions in crock-pot."", ""Mix all other ingredients together and glaze ribs."", ""Cook at 200\u00b0 for 8 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=828660,Gathered,"[""vinegar"", ""soy sauce"", ""brown sugar"", ""spareribs"", ""onion"", ""catsup"", ""butter""]",www.cookbooks.com,2
828874,Oriental Beef Stew,"[""2 Tbsp. oil"", ""1 1/2 to 2 lb. stew meat"", ""3 c. beef broth"", ""1 bag frozen cauliflower"", ""1 green pepper, in chunks"", ""1/4 c. soy sauce"", ""1/8 tsp. garlic powder"", ""2 to 3 Tbsp. cornstarch"", ""1/2 tsp. sugar"", ""1/4 c. water"", ""1 c. chopped onion""]","[""Brown meat in oil."", ""Add broth."", ""Cover and simmer 1 hour, until meat is tender."", ""Add cauliflower, green pepper, soy sauce and garlic."", ""Cover and simmer 5 to 10 minutes, until vegetables are tender.""]",www.cookbooks.com/Recipe-Details.aspx?id=828874,Gathered,"[""oil"", ""sugar"", ""soy sauce"", ""onion"", ""stew meat"", ""beef broth"", ""water"", ""garlic powder"", ""cornstarch"", ""cauliflower"", ""green pepper""]",www.cookbooks.com,2
830964,Zucchini Casserole,"[""1 c. Bisquick"", ""4 eggs"", ""1/2 c. grated onion"", ""3 1/2 to 4 c. thinly sliced zucchini"", ""1 tsp. salt"", ""dash of pepper"", ""1 tsp. seasoned salt"", ""1/2 c. oil"", ""1/2 c. grated Parmesan cheese"", ""1 tsp. oregano""]","[""Mix all ingredients together."", ""Bake in oven at 350\u00b0 for 25 minutes or until well done.""]",www.cookbooks.com/Recipe-Details.aspx?id=830964,Gathered,"[""bisquick"", ""oil"", ""oregano"", ""pepper"", ""eggs"", ""parmesan cheese"", ""onion"", ""zucchini"", ""salt""]",www.cookbooks.com,3
832685,Honolulu Chicken,"[""2 Tbsp. cooking oil"", ""1 pkg. skinless, boneless chicken breasts"", ""1/4 c. flour"", ""pinch of pepper"", ""1 c. peach preserves"", ""1/2 c. commercial barbecue sauce"", ""2 Tbsp. soy sauce"", ""1/4 c. onion"", ""1 large green pepper"", ""2 cans sliced water chestnuts"", ""1 large carrot""]","[""Mix flour, salt and pepper in bowl."", ""Coat chicken in flour mixture and cook in oil until brown."", ""Remove drippings from pan. Return chicken to pan."", ""In a bowl mix peach preserves, barbecue sauce, soy sauce and onion; mix well."", ""Cover chicken with sauce and bring to a boil."", ""Reduce heat to low and cook 40 minutes."", ""Add water chestnuts, green pepper slices and carrot slices."", ""Cook an additional 10 minutes."", ""Serve over rice.""]",www.cookbooks.com/Recipe-Details.aspx?id=832685,Gathered,"[""pepper"", ""soy sauce"", ""water chestnuts"", ""preserves"", ""cooking oil"", ""onion"", ""flour"", ""skinless"", ""barbecue sauce"", ""carrot"", ""green pepper""]",www.cookbooks.com,2
833272,Pasta Fagiol,"[""1/4 c. olive oil"", ""1 medium chopped onion"", ""2 (16 oz.) cans navy beans"", ""oregano"", ""sugar"", ""1 1/4 c. small pasta"", ""4 garlic cloves"", ""1 (16 oz.) can chopped tomatoes"", ""beef or sausage (optional)"", ""salt"", ""pepper"", ""2 qt. water""]","[""Brown garlic and onion in oil."", ""Add other ingredients, except pasta and beans."", ""Simmer for about 1/2 hour."", ""Add the pasta and beans and cook until the pasta is tender (keep stirring)."", ""Let set for about 15 minutes."", ""You may substitute peas, broccoli or cauliflower instead of beans.""]",www.cookbooks.com/Recipe-Details.aspx?id=833272,Gathered,"[""oregano"", ""sugar"", ""tomatoes"", ""pepper"", ""pasta"", ""onion"", ""water"", ""navy beans"", ""beef"", ""garlic"", ""olive oil"", ""salt""]",www.cookbooks.com,3
833509,"Pasta, Sugar Peas, Asparagus And Parmesan","[""1 lb. asparagus, cut into 1 1/2-inch pieces"", ""1/2 lb. bow tie pasta"", ""1/2 lb. sugar or snow peas, trimmed"", ""3 Tbsp. olive oil"", ""1/2 c. fresh grated Parmesan cheese"", ""salt and pepper""]","[""Add asparagus to boiling salted water."", ""Cook until tender. Transfer to bowl of cold water and cool this."", ""Drain."", ""Add pasta to the same water and boil until tender, but still firm."", ""Add peas and boil 2 minutes."", ""Add asparagus and heat."", ""Drain well."", ""Return pasta and veggies to pot and add oil."", ""Toss to coat."", ""Add 1/2 cup cheese. Season with salt and pepper.""]",www.cookbooks.com/Recipe-Details.aspx?id=833509,Gathered,"[""sugar"", ""pasta"", ""parmesan cheese"", ""olive oil"", ""salt""]",www.cookbooks.com,3
835582,Antipasto Salad,"[""1 (12 oz.) spiral macaroni"", ""1 1/4 c. pitted olives, sliced (black)"", ""1 c. chopped red or green peppers"", ""1/4 lb. hard salami, cut into strips"", ""1 small red onion, ringed"", ""1/3 c. Parmesan"", ""1/4 c. chopped parsley"", ""3/4 c. Italian dressing"", ""1/2 c. Mozzarella cheese (optional)""]","[""Cook macaroni; drain and rinse until completely cool."", ""Combine remaining ingredients and toss with macaroni.""]",www.cookbooks.com/Recipe-Details.aspx?id=835582,Gathered,"[""italian dressing"", ""hard salami"", ""macaroni"", ""mozzarella cheese"", ""parmesan"", ""parsley"", ""red"", ""olives"", ""red onion""]",www.cookbooks.com,3
843545,Breakfast Casserole(Serves 8),"[""6 oz. long grain and wild rice"", ""1 lb. ground beef or turkey"", ""1 large onion, chopped"", ""8 oz. sliced water chestnuts"", ""2 3/4 oz. sliced almonds"", ""1 lb. hot sausage"", ""8 oz. canned mushrooms"", ""3 Tbsp. soy sauce""]","[""Brown meats and onion."", ""Drain fat."", ""Cook rice as directed. Combine all ingredients into a 3-quart glass casserole dish."", ""Bake at 350\u00b0 for 50 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=843545,Gathered,"[""soy sauce"", ""long grain"", ""onion"", ""mushrooms"", ""water"", ""hot sausage"", ""ground beef"", ""almonds""]",www.cookbooks.com,2
845902,Chop Suey,"[""1 to 1 1/2 lb. stew meat"", ""1 can mushrooms"", ""1 large can chop suey vegetables"", ""1 medium onion"", ""1 c. soy sauce""]","[""Brown meat and cook until tender, 2 to 2 1/2 hours."", ""Add mushroom and onions."", ""Cook until onions are done."", ""Add 6 to 8 cups water, soy sauce and vegetables."", ""Thicken with cornstarch in a mixture of 1/2 water and 1/2 soy sauce."", ""Serve over rice or noodles.""]",www.cookbooks.com/Recipe-Details.aspx?id=845902,Gathered,"[""soy sauce"", ""onion"", ""mushrooms"", ""stew meat"", ""chop suey vegetables""]",www.cookbooks.com,2
846847,Colorado Taco Salad,"[""1 lb. ground beef, cooked and drained, cool"", ""1 small head lettuce, shredded"", ""3 to 4 tomatoes, cubed"", ""1 can light kidney beans"", ""1 onion, diced"", ""1/2 lb. shredded Cheddar cheese"", ""1 bag Doritos corn chips"", ""1 bottle Thousand Island dressing""]","[""Mix first 6 ingredients together and gently fold in Doritos corn chips."", ""Gently toss with dressing."", ""Garnish with extra cheese and tomatoes.""]",www.cookbooks.com/Recipe-Details.aspx?id=846847,Gathered,"[""head lettuce"", ""corn chips"", ""light kidney beans"", ""tomatoes"", ""cheddar cheese"", ""onion"", ""ground beef""]",www.cookbooks.com,1
856057,Chicken Imperial(8 Servings),"[""1 large fryer (4 lb. or more), cut in 8 serving pieces"", ""1 loaf soft white bread"", ""1/2 c. Parmesan cheese"", ""1 clove garlic"", ""1 tsp. salt"", ""1/2 tsp. pepper"", ""1/3 c. chopped parsley or 2 Tbsp. dried"", ""1/2 lb. butter or margarine""]","[""Cut crust off bread and shred crust-free loaf into bread crumbs."", ""Soften up garlic clove by mashing to paste by sprinkling salt on and mash to paste."", ""Put in bowl with crumbs."", ""Add cheese, parsley, salt and pepper."", ""Toss very well."", ""Melt butter."", ""Put chicken in bowl."", ""Pour butter over."", ""Cover each piece well in melted butter."", ""Coat each piece of chicken with crumb mixture. Place single layer, skin side up, on flat roasting pan."", ""Drizzle butter over each piece."", ""Put into a preheated 350\u00b0 oven for 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=856057,Gathered,"[""pepper"", ""parmesan cheese"", ""fryer"", ""clove garlic"", ""parsley"", ""white bread"", ""butter"", ""salt""]",www.cookbooks.com,3
856423,Sweet-And-Sour Chicken,"[""3 lb. frying chicken pieces*"", ""2/3 c. firmly packed brown sugar"", ""2 Tbsp. cornstarch"", ""1 (20 oz.) can pineapple chunks, drained (reserve 1 c. liquid)"", ""2/3 c. white vinegar"", ""1/2 c. ketchup"", ""1 Tbsp. soy sauce"", ""1 green pepper, sliced in thin strips""]","[""*I use boneless chicken breasts.""]",www.cookbooks.com/Recipe-Details.aspx?id=856423,Gathered,"[""soy sauce"", ""brown sugar"", ""green pepper"", ""white vinegar"", ""cornstarch"", ""ketchup"", ""chicken"", ""pineapple""]",www.cookbooks.com,2
858325,Chicken Santa Maria,"[""2 Tbsp. olive oil"", ""4 green onions, chopped"", ""2 garlic cloves, minced (optional)"", ""4 skinless chicken breasts, cut in small pieces"", ""1 jar marinated artichoke hearts, drained and diced"", ""1 c. sweet roasted peppers, diced"", ""3/4 c. black pitted olives"", ""1 pkg. rotini pasta"", ""1/2 c. Parmesan cheese""]","[""Cook rotini pasta according to directions on package."", ""In olive oil, brown chicken with the onions and garlic until tender. Add artichoke hearts, peppers and olives until heated."", ""Drain pasta; toss with Parmesan cheese and combine with chicken mixture. Serve with green salad and crusty (or garlic) bread.""]",www.cookbooks.com/Recipe-Details.aspx?id=858325,Gathered,"[""chicken breasts"", ""green onions"", ""rotini pasta"", ""parmesan cheese"", ""hearts"", ""black pitted olives"", ""sweet roasted peppers"", ""garlic"", ""olive oil""]",www.cookbooks.com,3
862086,Egg Rolls,"[""1/2 head cabbage"", ""2 large carrots"", ""1 onion"", ""2 c. meat (hamburger, shredded pork, chicken, shrimp)"", ""2 Tbsp. soy sauce"", ""egg roll skins""]","[""Shred cabbage."", ""Dice carrots and onion."", ""Cook meat and drain grease."", ""Add vegetables to skillet and stir-fry until crisp-tender."", ""Mix in soy sauce."", ""Place a heaping tablespoonful of filling in center of each egg roll skin."", ""Fold in sides, then fold over long sides, sealing shut with cornstarch and water paste. Deep fry until golden brown."", ""Serve with sweet and sour sauce. Any other combination of vegetables may be used.""]",www.cookbooks.com/Recipe-Details.aspx?id=862086,Gathered,"[""cabbage"", ""meat"", ""soy sauce"", ""onion"", ""carrots"", ""egg roll""]",www.cookbooks.com,2
863279,Pepper Steak,"[""round steak"", ""2 Tbsp. oil"", ""1 can tomatoes, undrained"", ""2 medium green peppers"", ""2 Tbsp. soy sauce"", ""1/4 tsp. garlic salt"", ""1/4 tsp. pepper"", ""1/4 tsp. sugar"", ""1/4 tsp. ginger"", ""1/4 c. water with 1 beef bouillon cube, dissolved"", ""1 Tbsp. cornstarch""]","[""Cook round steak in oil."", ""Add tomatoes and peppers to round steak."", ""Add soy sauce, garlic salt, pepper, sugar and ginger to steak mixture."", ""Cook for 10 minutes."", ""Blend cornstarch with beef bouillon."", ""Add to steak mixture."", ""Cook 10 minutes until thickened. Serve over rice.""]",www.cookbooks.com/Recipe-Details.aspx?id=863279,Gathered,"[""oil"", ""steak"", ""tomatoes"", ""pepper"", ""soy sauce"", ""green peppers"", ""garlic salt"", ""sugar"", ""ginger"", ""water"", ""cornstarch""]",www.cookbooks.com,2
865318,Golden Nut Crunch(Snack),"[""1 (12 oz.) can or jar dry roasted nuts"", ""1/4 c. butter"", ""1/4 c. Parmesan cheese"", ""1/4 tsp. garlic powder"", ""1/4 tsp. oregano"", ""1/4 tsp. celery salt"", ""4 c. Golden Grahams cereal""]","[""Heat oven to 300\u00b0."", ""Mix nuts and butter in medium bowl until well coated."", ""Add rest of ingredients except cereal."", ""Spread in ungreased jelly roll pan, 15 1/2 x 10 1/2 x 1-inch."", ""Bake, stirring occasionally, for 15 minutes. Stir in cereal. Cool. Store in airtight container."", ""Yields 6 1/2 cups snack.""]",www.cookbooks.com/Recipe-Details.aspx?id=865318,Gathered,"[""celery salt"", ""oregano"", ""parmesan cheese"", ""golden grahams cereal"", ""nuts"", ""garlic powder"", ""butter""]",www.cookbooks.com,3
869733,Fettucini With Lemon Vegetables,"[""7 oz. fettucini"", ""4 c. bite size pieces green vegies"", ""1/4 c. butter"", ""1 Tbsp. lemon peel"", ""1/2 c. milk"", ""3 oz. pkg. cream cheese"", ""1/2 c. Parmesan cheese"", ""salt"", ""pepper""]","[""Cook noodles; cook vegies in butter over medium heat for about 7 minutes and toss with lemon peel."", ""Heat milk and cream cheese in skillet until smooth; stir in Parmesan and toss with noodles. Serve with vegies on top.""]",www.cookbooks.com/Recipe-Details.aspx?id=869733,Gathered,"[""pepper"", ""parmesan cheese"", ""bite size pieces"", ""cream cheese"", ""fettucini"", ""milk"", ""lemon peel"", ""butter"", ""salt""]",www.cookbooks.com,3
874621,Mushroom Bread,"[""1 (8 oz.) pkg. refrigerated crescent rolls"", ""2 c. sliced fresh mushrooms"", ""3 Tbsp. butter"", ""1/4 tsp. Italian seasoning or garlic salt"", ""1/4 c. grated Parmesan cheese""]","[""Preheat oven to 375\u00b0."", ""If a round baking stone or pizza pan (greased) is used, separate into triangles and pinch seams together."", ""If a rectangular baking stone or cookie sheet (greased) is used, roll out dough and press seams together."", ""Toss mushrooms in melted butter to coat."", ""Arrange mushrooms on top of dough. Sprinkle with cheese and seasoning."", ""Bake for 20 to 25 minutes. Cut into wedges or squares and serve warm.""]",www.cookbooks.com/Recipe-Details.aspx?id=874621,Gathered,"[""parmesan cheese"", ""mushrooms"", ""crescent rolls"", ""butter"", ""italian seasoning or garlic salt""]",www.cookbooks.com,3
878931,Creamed Tacos,"[""1 1/2 lb. ground beef"", ""1 medium onion, chopped"", ""1 medium bell pepper, chopped"", ""1 can Ro-Tel tomatoes"", ""1 large can Pet milk (evaporated)"", ""1 lb. Velveeta cheese"", ""1 pkg. flour tortillas (any size)"", ""jalapeno peppers (optional)""]","[""Cook ground beef, onion and bell pepper together in a skillet; drain meat."", ""In double boiler, mix the Ro-Tel tomatoes, evaporated milk and Velveeta cheese; heat until cheese melts."", ""Layer ingredients from skillet on bottom of ungreased casserole dish, then spread cheese ingredients on top of meat, then layer flour tortillas."", ""Repeat layers until all ingredients are used."", ""Bake together in a 350\u00b0 oven for 30 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=878931,Gathered,"[""velveeta cheese"", ""bell pepper"", ""flour tortillas"", ""pet milk"", ""peppers"", ""onion"", ""ground beef"", ""ro-tel tomatoes""]",www.cookbooks.com,1
888781,Bread And Butter Pickles,"[""3 medium onions"", ""30 (6-inch) cucumbers, sliced"", ""5 Tbsp. salt"", ""1 1/4 Tbsp. alum"", ""6 1/2 c. vinegar"", ""5 c. sugar"", ""3 tsp. celery seed"", ""2 1/2 tsp. mustard seed"", ""1 1/2 tsp. turmeric"", ""2 1/2 tsp. ginger""]","[""Slice onions and cucumbers."", ""Sprinkle salt and alum over cucumbers and onions."", ""Let stand 1 hour."", ""Drain in colander; set aside."", ""Make syrup of vinegar, sugar, celery seed, mustard seed, turmeric and ginger in large pot and bring to boil for 5 minutes. Pour drained cucumbers into syrup."", ""Pour into hot, sterile jars immediately."", ""Seal."", ""I put the jars in water and bring to a boil before filling so they will be hot enough to seal."", ""Yield: 6 pints.""]",www.cookbooks.com/Recipe-Details.aspx?id=888781,Gathered,"[""vinegar"", ""sugar"", ""ginger"", ""cucumbers"", ""alum"", ""celery"", ""onions"", ""turmeric"", ""salt""]",www.cookbooks.com,4
895052,Rainbow Twirls Alfredo,"[""1/4 c. butter"", ""3/4 c. grated Parmesan cheese"", ""1/2 c. whipping cream"", ""2 Tbsp. parsley, chopped"", ""1 (12 oz.) pkg. uncooked rainbow twirls""]","[""Cook pasta according to directions; drain."", ""Meanwhile, in small saucepan, melt butter over medium heat."", ""Gradually stir in cheese, then cream until well blended."", ""Continue heating sauce, stirring constantly, just to boiling point."", ""Remove from heat. Stir in parsley and toss with hot, cooked pasta."", ""Serve."", ""Makes 4 to 6 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=895052,Gathered,"[""parmesan cheese"", ""twirls"", ""parsley"", ""butter"", ""whipping cream""]",www.cookbooks.com,3
898501,Sesame Pork Tenderloin,"[""3/4 lb. pork tenderloin"", ""2 garlic cloves, sliced"", ""1/4 c. honey"", ""1 c. sesame seed"", ""1/4 c. soy sauce"", ""2-inch piece fresh ginger root, peeled and thinly sliced or ground ginger""]","[""Combine soy sauce, garlic and ginger in shallow pan."", ""Add the pork and let it marinate, covered, for 1 hour, turning several times."", ""Drain and pat dry."", ""Spread honey on one plate and sesame seed on another."", ""Roll pork first in honey, then sesame seed until completely coated."", ""Roast in roasting pan for 20 minutes or until no longer pink at the thickest part."", ""Slice thinly on the diagonal. Serves 3 to 4.""]",www.cookbooks.com/Recipe-Details.aspx?id=898501,Gathered,"[""sesame seed"", ""soy sauce"", ""fresh ginger root"", ""garlic"", ""pork tenderloin"", ""honey""]",www.cookbooks.com,2
899813,Spicy Pecan Parmesan Pork Or Chicken,"[""4 boneless pork loin slices or 4 boneless skinless chicken breast fillets"", ""1 egg, beaten"", ""1/3 c. milk"", ""1/4 to 1/2 tsp. ground red pepper"", ""1/4 tsp. garlic powder"", ""1/3 to 1/2 c. Italian style seasoned bread crumbs"", ""1/3 to 1/2 c. flour"", ""1/3 c. ground pecans"", ""1/3 c. Parmesan cheese""]","[""Between 2 sheets of plastic/wax wrap, pound meat to 1/4-inch thickness."", ""Combine egg, milk, pepper and garlic in bowl."", ""In another bowl, combine bread crumbs, pecans and Parmesan."", ""Coat meat in flour."", ""Dip slices into egg mixture, then coat with crumb mixture."", ""Place on greased baking sheet."", ""Bake approximately 30 minutes at 375\u00b0 or until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=899813,Gathered,"[""ground red pepper"", ""egg"", ""pork loin"", ""italian style seasoned bread crumbs"", ""parmesan cheese"", ""flour"", ""garlic powder"", ""ground pecans"", ""milk""]",www.cookbooks.com,3
902825,Inside Out Ravioli,"[""1 lb. ground meat"", ""1/2 c. chopped onion"", ""10 oz. pkg. frozen chopped spinach"", ""1 qt. Ragu sauce with mushrooms"", ""garlic powder"", ""1/2 tsp. salt and pepper"", ""2 c. elbow or shell macaroni, cooked and drained"", ""1/2 c. Cheddar, grated"", ""1/2 c. Parmesan cheese"", ""1/2 c. bread crumbs"", ""2 eggs, beaten well"", ""1/4 c. oil""]","[""Brown beef, onion and garlic in skillet."", ""Add sauce."", ""Cook spinach according to directions."", ""Drain."", ""Mix spinach, eggs and oil, then combine this mixture with pasta, cheeses and crumbs. Spread in a 9 x 13-inch greased dish and top with meat sauce."", ""Bake for 30 minutes at 350\u00b0, covered with foil."", ""Let stand 10 minutes before cutting.""]",www.cookbooks.com/Recipe-Details.aspx?id=902825,Gathered,"[""oil"", ""bread crumbs"", ""eggs"", ""parmesan cheese"", ""onion"", ""mushrooms"", ""shell macaroni"", ""ground meat"", ""cheddar"", ""garlic"", ""spinach"", ""salt""]",www.cookbooks.com,3
906627,Barbecued Chicken Wings,"[""1 bottle Kraft hickory barbecue sauce"", ""1/2 c. sugar"", ""1/4 c. soy sauce"", ""2 Tbsp. cornstarch"", ""1 c. chicken bouillon""]","[""Mix ingredients in a saucepan."", ""Bring to a boil."", ""Set aside. Dip chicken wings in sauce."", ""Lay on foil-lined cookie sheet."", ""Bake at 325\u00b0 for about 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=906627,Gathered,"[""chicken bouillon"", ""sugar"", ""soy sauce"", ""cornstarch"", ""barbecue sauce""]",www.cookbooks.com,2
907099,Stuffed Mushrooms,"[""18 large mushrooms, cleaned, stems removed and chopped (but reserved)"", ""vegetable oil"", ""1/4 c. water"", ""1/2 lb. sausage"", ""1/2 c. chopped onion/shallots"", ""2 cloves garlic"", ""1 (10 oz.) pkg. frozen spinach"", ""2 Tbsp. Parmesan cheese"", ""1 egg"", ""1/2 c. bread crumbs""]","[""Clean mushrooms and pat dry."", ""Then rub with oil."", ""Arrange them in a large 13 x 9-inch pan."", ""Add water."", ""Cook sausage until brown; remove to drain."", ""Reserve drippings to saute onion, garlic and stems."", ""Mix the sausage, spinach, egg, bread crumbs and Parmesan. Mix well, then stir in onion, garlic and stems.""]",www.cookbooks.com/Recipe-Details.aspx?id=907099,Gathered,"[""egg"", ""parmesan cheese"", ""onion"", ""mushrooms"", ""water"", ""frozen spinach"", ""bread crumbs"", ""garlic"", ""sausage"", ""vegetable oil""]",www.cookbooks.com,3
908337,Shrimp Cheese Ball,"[""1 (8 oz.) pkg. cream cheese, softened"", ""1/2 tsp. prepared mustard"", ""1 tsp. soy sauce"", ""1 tsp. grated onion"", ""1 tsp. lemon juice"", ""dash of paprika"", ""1 (4 1/2 oz.) can tiny shrimp, drained"", ""chopped nuts""]","[""Combine all ingredients (except nuts) and chill for several hours."", ""Form into balls and roll in nuts."", ""Serve with crackers.""]",www.cookbooks.com/Recipe-Details.aspx?id=908337,Gathered,"[""soy sauce"", ""lemon juice"", ""onion"", ""cream cheese"", ""nuts"", ""tiny shrimp"", ""paprika"", ""mustard""]",www.cookbooks.com,2
